證券代碼	年月日	開盤價(元)	最高價(元)	最低價(元)	收盤價(元)	成交量(千股)	成交值(千元)	報酬率％	週轉率％	流通在外股數(千股)	市值(百萬元)	最後揭示買價	最後揭示賣價	報酬率-Ln	市值比重％	成交值比重％	成交筆數(筆)	本益比-TSE	本益比-TEJ	股價淨值比-TSE	股價淨值比-TEJ	漲跌停	股價營收比-TEJ	股利殖利率-TSE	現金股利率	股價漲跌(元)	高低價差%	次日開盤參考價	次日漲停價	次日跌停價	注意股票(A)	處置股票(D)	全額交割(Y)	市場別
Y9999 加權指數	20230308	15819.2	15821.5	15741	15818.2	6050588	260812623	-0.2503	0.4382	749357250	49362663	 	 	-0.2506	100	100	2127605	 	11.9028	 	2.0259	 	1.2025	 	4.1145	-39.69	0.5077	 	 	 	 	 	 	TSE
Y9999 加權指數	20230309	15828	15878.8	15770.7	15770.7	5887831	257631788	-0.3005	0.48	749357722	49214451	 	 	-0.301	100	100	2261471	 	11.8667	 	2.0197	 	1.1989	 	4.1349	-47.54	0.6833	 	 	 	 	 	 	TSE
Y9999 加權指數	20230310	15729.3	15729.3	15488.7	15526.2	7209043	294486776	-1.5501	0.5305	749360980	48454236	 	 	-1.5622	100	100	2868683	 	11.6843	 	1.9887	 	1.1805	 	4.1071	-244.46	1.5255	 	 	 	 	 	 	TSE
Y9999 加權指數	20230313	15514	15571.2	15349.7	15560.5	6154789	243125688	0.2209	0.4242	749008072	48546707	 	 	0.2206	100	100	2197235	 	11.7036	 	1.9929	 	1.1828	 	4.0715	34.29	1.4266	 	 	 	 	 	 	TSE
Y9999 加權指數	20230314	15517.7	15517.7	15348.1	15360.4	6129081	241050507	-1.2858	0.4225	749007529	47923020	 	 	-1.2941	100	100	2291465	 	11.5536	 	1.9673	 	1.1677	 	4.2061	-200.07	1.0901	 	 	 	 	 	 	TSE
Y9999 加權指數	20230315	15426	15526.7	15387.6	15387.6	5636769	246897386	0.1769	0.4058	749012539	48007707	 	 	0.1767	100	100	2088813	 	11.575	 	1.9708	 	1.1698	 	4.1935	27.17	0.9058	 	 	 	 	 	 	TSE
Y9999 加權指數	20230316	15334.3	15334.3	15186.7	15221.1	6688306	245794651	-1.0818	0.4648	749012472	47487110	 	 	-1.0877	100	100	2412820	 	11.4518	 	1.9498	 	1.1573	 	4.2324	-166.47	0.9586	 	 	 	 	 	 	TSE
Y9999 加權指數	20230317	15338	15453	15338	15453	6140104	269155225	1.5231	0.4634	749002282	48209648	 	 	1.5117	100	100	1865736	 	11.6284	 	1.9793	 	1.1749	 	4.1663	231.84	0.7555	 	 	 	 	 	 	TSE
Y9999 加權指數	20230320	15454.8	15489	15399.1	15420	4966795	192917670	-0.2135	0.3288	749000921	48108030	 	 	-0.2137	100	100	1803966	 	11.6034	 	1.9751	 	1.1724	 	4.1776	-32.99	0.5818	 	 	 	 	 	 	TSE
Y9999 加權指數	20230321	15438	15548	15438	15513.5	5007468	222379681	0.6062	0.3729	749000921	48399130	 	 	0.6044	100	100	1867231	 	11.6731	 	1.9871	 	1.1795	 	4.1557	93.48	0.7135	 	 	 	 	 	 	TSE
Y9999 加權指數	20230322	15535.2	15760.5	15535.2	15760.5	5527343	247162529	1.5922	0.3741	749000852	49167370	 	 	1.5797	100	100	1960635	 	11.8572	 	2.0186	 	1.1981	 	4.0915	247.01	1.4522	 	 	 	 	 	 	TSE
Y9999 加權指數	20230323	15711.6	15882.8	15680.8	15864	5396335	233964010	0.6566	0.3586	749000854	49490451	 	 	0.6545	100	100	1881202	 	11.935	 	2.0318	 	1.206	 	4.0709	103.49	1.2811	 	 	 	 	 	 	TSE
Y9999 加權指數	20230324	15869.8	15922	15846	15914.7	5594716	263128902	0.3199	0.3934	749000666	49649451	 	 	0.3194	100	100	1997216	 	11.9774	 	2.0383	 	1.2099	 	4.05	50.75	0.4789	 	 	 	 	 	 	TSE
Y9999 加權指數	20230327	15873.7	15902.1	15821.6	15830.3	5112209	215672080	-0.5303	0.3648	749004340	49388337	 	 	-0.5317	100	100	1961676	 	11.9139	 	2.0275	 	1.2035	 	4.0754	-84.39	0.5054	 	 	 	 	 	 	TSE
Y9999 加權指數	20230328	15790.7	15846.5	15685.6	15701.5	4785305	214813971	-0.8138	0.3431	749000365	48986965	 	 	-0.8171	100	100	1889675	 	11.8159	 	2.0111	 	1.1938	 	4.1113	-128.83	1.0167	 	 	 	 	 	 	TSE
Y9999 加權指數	20230329	15766.3	15811.2	15681.1	15769.8	4465210	197648503	0.4349	0.3224	749000480	49200648	 	 	0.4339	100	100	1657775	 	11.8682	 	2.0198	 	1.1989	 	4.0938	68.28	0.8286	 	 	 	 	 	 	TSE
Y9999 加權指數	20230330	15824.7	15885.2	15791.8	15849.4	4344704	188556338	0.5052	0.306	749008579	49448724	 	 	0.5039	100	100	1570029	 	11.9283	 	2.03	 	1.2049	 	4.09	79.67	0.5927	 	 	 	 	 	 	TSE
Y9999 加權指數	20230331	15874.2	15951.8	15857.2	15868.1	4855726	203560193	0.1175	0.3294	749112808	49514479	 	 	0.1175	100	100	1626630	 	11.9491	 	2.0328	 	1.2065	 	4.0681	18.63	0.5969	 	 	 	 	 	 	TSE
Y9999 加權指數	20230406	15838.1	15838.1	15733.3	15810.8	5051314	210592889	-0.361	0.34	749112808	49338372	 	 	-0.3617	100	100	1879913	 	11.9058	 	2.0254	 	1.2022	 	4.0826	-57.29	0.6603	 	 	 	 	 	 	TSE
Y9999 加權指數	20230407	15856.2	15878	15811.2	15836.5	4238950	179334434	0.1627	0.2972	749913202	49434651	 	 	0.1626	100	100	1586322	 	11.9287	 	2.0293	 	1.2045	 	4.0683	25.73	0.4225	 	 	 	 	 	 	TSE
Y9999 加權指數	20230410	15850.9	15919.8	15850.9	15876.2	4356302	182069316	0.2505	0.3015	749652579	49554851	 	 	0.2502	100	100	1632491	 	11.9576	 	2.0345	 	1.2075	 	4.0561	39.67	0.4346	 	 	 	 	 	 	TSE
Y9999 加權指數	20230411	15886.5	15945.6	15838.1	15913.9	5018999	221209529	0.2375	0.3706	749652579	49673260	 	 	0.2372	100	100	1837194	 	11.9859	 	2.0393	 	1.2104	 	4.0353	37.71	0.6773	 	 	 	 	 	 	TSE
Y9999 加權指數	20230412	15914.2	15944.3	15867	15933	5435877	233016964	0.12	0.4233	749652549	49734229	 	 	0.1199	100	100	2043265	 	11.9953	 	2.0415	 	1.2112	 	4.0302	19.09	0.4857	 	 	 	 	 	 	TSE
Y9999 加權指數	20230413	15888.6	15913.2	15800.4	15804.8	6279791	258855087	-0.8047	0.5148	749652625	49336749	 	 	-0.8079	100	100	2337870	 	11.8994	 	2.0252	 	1.2015	 	4.0656	-128.21	0.7078	 	 	 	 	 	 	TSE
Y9999 加權指數	20230414	15854.3	15973.8	15854.3	15929.4	6048915	256224752	0.7888	0.4731	749652405	49724037	 	 	0.7857	100	100	2175109	 	11.9931	 	2.0412	 	1.211	 	4.0329	124.67	0.7565	 	 	 	 	 	 	TSE
Y9999 加權指數	20230417	15934.6	15963.5	15894.8	15963.5	5899214	250494290	0.2142	0.4576	749570562	49825510	 	 	0.214	100	100	2224840	 	12.0174	 	2.0453	 	1.2135	 	4.0213	34.12	0.4318	 	 	 	 	 	 	TSE
Y9999 加權指數	20230418	15967.9	15967.9	15851.7	15869.4	5778934	258416906	-0.5895	0.4533	749570562	49532945	 	 	-0.5913	100	100	2280880	 	11.9462	 	2.0332	 	1.2063	 	4.0194	-94.11	0.7278	 	 	 	 	 	 	TSE
Y9999 加權指數	20230419	15874.7	15915.4	15756.8	15770.5	5795511	257108959	-0.6237	0.4789	749670541	49227578	 	 	-0.6256	100	100	2400596	 	11.8725	 	2.0207	 	1.1988	 	4.0399	-98.97	0.9997	 	 	 	 	 	 	TSE
Y9999 加權指數	20230420	15771.5	15804.4	15686.5	15707.5	5539416	236821367	-0.3992	0.4286	749640958	49024424	 	 	-0.4	100	100	2172371	 	11.8249	 	2.0125	 	1.194	 	4.0546	-62.95	0.7472	 	 	 	 	 	 	TSE
Y9999 加權指數	20230421	15776.5	15802.9	15593	15603	6056927	258003849	-0.6655	0.4739	749640958	48697268	 	 	-0.6677	100	100	2237397	 	11.747	 	1.9993	 	1.1862	 	4.0818	-104.53	1.3367	 	 	 	 	 	 	TSE
Y9999 加權指數	20230424	15555.1	15643.9	15529.4	15626.9	4628032	179288121	0.153	0.3335	749539696	48771790	 	 	0.1529	100	100	1668407	 	11.765	 	2.0024	 	1.188	 	4.0626	23.88	0.7336	 	 	 	 	 	 	TSE
Y9999 加權指數	20230425	15606.8	15639.5	15353.2	15370.7	6476866	274034722	-1.6391	0.4652	749539694	47972936	 	 	-1.6527	100	100	2565210	 	11.5731	 	1.9697	 	1.1686	 	4.1181	-256.14	1.8319	 	 	 	 	 	 	TSE
Y9999 加權指數	20230426	15352	15398.4	15284.5	15374.6	5308551	219561187	0.0254	0.3699	749538084	47985462	 	 	0.0254	100	100	1909958	 	11.5761	 	1.9702	 	1.1689	 	4.1169	3.9	0.7413	 	 	 	 	 	 	TSE
Y9999 加權指數	20230427	15374.4	15455.9	15306.7	15411.5	5020367	206815935	0.2397	0.3528	749537988	48101121	 	 	0.2395	100	100	1726386	 	11.6039	 	1.9749	 	1.1717	 	3.9718	36.86	0.9704	 	 	 	 	 	 	TSE
Y9999 加權指數	20230428	15477.3	15580.6	15477.3	15579.2	5582127	231665865	1.0881	0.4057	749570063	48627465	 	 	1.0822	100	100	1789406	 	11.7308	 	1.9965	 	1.1845	 	3.9177	167.69	0.6702	 	 	 	 	 	 	TSE
Y9999 加權指數	20230502	15588.7	15651.2	15532.6	15636.5	5567907	229703303	0.3678	0.4039	750601184	48923279	 	 	0.3671	100	100	1914252	 	11.7768	 	2.0044	 	1.1891	 	3.8991	57.3	0.7613	 	 	 	 	 	 	TSE
Y9999 加權指數	20230503	15629.5	15629.5	15530.8	15553.4	5092780	204598022	-0.5313	0.3383	750601126	48663306	 	 	-0.5327	100	100	1838064	 	11.7141	 	1.9937	 	1.1828	 	3.9225	-83.07	0.6313	 	 	 	 	 	 	TSE
Y9999 加權指數	20230504	15548	15622.4	15523.5	15609	4891203	203891115	0.3576	0.3308	750601126	48837863	 	 	0.357	100	100	1714169	 	11.7569	 	2.001	 	1.1871	 	3.9056	55.62	0.6359	 	 	 	 	 	 	TSE
Y9999 加權指數	20230505	15627.9	15673.6	15578.7	15626.1	4586675	183484040	0.1092	0.3086	750737749	48892480	 	 	0.1091	100	100	1640188	 	11.7699	 	2.0031	 	1.1884	 	3.8646	17.04	0.6083	 	 	 	 	 	 	TSE
Y9999 加權指數	20230508	15648.5	15757.8	15648.5	15699.6	5395345	217239965	0.4704	0.3803	750737661	49122521	 	 	0.4693	100	100	1900174	 	11.8262	 	2.0127	 	1.1941	 	3.8423	73.5	0.6992	 	 	 	 	 	 	TSE
Y9999 加權指數	20230509	15702.3	15744.3	15635.9	15727.7	5192657	213983035	0.1792	0.3852	750727242	49208346	 	 	0.179	100	100	1901862	 	11.8484	 	2.0164	 	1.1963	 	3.8471	28.13	0.6903	 	 	 	 	 	 	TSE
Y9999 加權指數	20230510	15708.5	15711.4	15579.5	15641.8	4625505	199414024	-0.5464	0.3183	750727232	48939432	 	 	-0.5479	100	100	1649228	 	11.7835	 	2.0054	 	1.1898	 	3.8674	-85.94	0.8386	 	 	 	 	 	 	TSE
Y9999 加權指數	20230511	15666.5	15675.4	15501.6	15514.6	4873012	202939560	-0.8127	0.373	750727032	48540284	 	 	-0.816	100	100	1840873	 	11.6896	 	1.9894	 	1.1803	 	3.8916	-127.12	1.1111	 	 	 	 	 	 	TSE
Y9999 加權指數	20230512	15477.1	15546	15424.4	15502.4	5132689	223003456	-0.0792	0.3647	750726757	48504133	 	 	-0.0792	100	100	1813291	 	11.68	 	1.9878	 	1.1793	 	3.8931	-12.28	0.7836	 	 	 	 	 	 	TSE
Y9999 加權指數	20230515	15489.2	15510.1	15434.5	15475	4742994	192330290	-0.1762	0.3291	750726720	48420719	 	 	-0.1763	100	100	1712815	 	11.6611	 	1.9846	 	1.1774	 	3.9	-27.31	0.4875	 	 	 	 	 	 	TSE
Y9999 加權指數	20230516	15550.6	15724	15550.6	15673.9	5084407	216174004	1.285	0.3522	750720767	49042615	 	 	1.2768	100	100	1685926	 	11.811	 	2.0101	 	1.1925	 	3.8505	198.85	1.1204	 	 	 	 	 	 	TSE
Y9999 加權指數	20230517	15702.7	15962	15698.6	15925.3	6161177	264373895	1.6039	0.4178	750720767	49830535	 	 	1.5912	100	100	2154747	 	12.0007	 	2.0424	 	1.2117	 	3.7896	251.39	1.6801	 	 	 	 	 	 	TSE
Y9999 加權指數	20230518	16060.3	16128.7	16015.6	16101.9	6611031	293270176	1.1089	0.4542	751065898	50383462	 	 	1.1028	100	100	2171013	 	12.1338	 	2.0651	 	1.2252	 	3.748	176.59	0.7102	 	 	 	 	 	 	TSE
Y9999 加權指數	20230519	16146.3	16189.8	16099.9	16174.9	7207535	330509192	0.4536	0.5311	751072662	50611020	 	 	0.4526	100	100	2371944	 	12.1895	 	2.0745	 	1.2308	 	3.7312	73.04	0.5584	 	 	 	 	 	 	TSE
Y9999 加權指數	20230522	16168.7	16202.9	16131.5	16180.9	5888637	250312225	0.0369	0.4447	751070387	50631595	 	 	0.0369	100	100	2039000	 	12.1932	 	2.0752	 	1.2312	 	3.7297	5.97	0.4412	 	 	 	 	 	 	TSE
Y9999 加權指數	20230523	16186.2	16239.5	16121.5	16188	5513115	241578323	0.0441	0.4088	751064287	50655651	 	 	0.0441	100	100	1921642	 	12.1987	 	2.0761	 	1.2317	 	3.7279	7.14	0.7296	 	 	 	 	 	 	TSE
Y9999 加權指數	20230524	16186.6	16186.6	16070.2	16159.3	5415815	229972732	-0.1774	0.3947	751064287	50565445	 	 	-0.1775	100	100	1974471	 	12.1762	 	2.0723	 	1.2294	 	3.7346	-28.71	0.7194	 	 	 	 	 	 	TSE
Y9999 加權指數	20230525	16164	16323.8	16164	16292	6619735	338545208	0.8211	0.4776	751064211	50977403	 	 	0.8177	100	100	2320192	 	12.2769	 	2.0894	 	1.2396	 	3.7042	132.68	0.989	 	 	 	 	 	 	TSE
Y9999 加權指數	20230526	16509.1	16537.8	16457.7	16505	7255266	385275751	1.3077	0.5371	751091587	51640837	 	 	1.2992	100	100	2643878	 	12.4377	 	2.1168	 	1.2558	 	3.6566	213.05	0.4913	 	 	 	 	 	 	TSE
Y9999 加權指數	20230529	16610.9	16683.8	16597.4	16636.3	7191495	346099332	0.7952	0.5215	751090068	52049721	 	 	0.7921	100	100	2339896	 	12.5361	 	2.1335	 	1.2658	 	3.6279	131.25	0.5234	 	 	 	 	 	 	TSE
Y9999 加權指數	20230530	16648.8	16681.2	16579.1	16622.7	6482103	318391362	-0.0815	0.4904	751090133	52007949	 	 	-0.0815	100	100	2321495	 	12.5263	 	2.1318	 	1.2648	 	3.6308	-13.56	0.6135	 	 	 	 	 	 	TSE
Y9999 加權指數	20230531	16593.5	16636.7	16491.9	16579	7887933	423160617	-0.2634	0.6819	751123241	51876357	 	 	-0.2637	100	100	2181138	 	12.493	 	2.1262	 	1.2614	 	3.64	-43.78	0.8708	 	 	 	 	 	 	TSE
Y9999 加權指數	20230601	16511	16555.5	16477.4	16512.7	6519472	279793114	-0.4	0.5225	751123241	51670016	 	 	-0.4008	100	100	2294135	 	16.5294	 	2.0005	 	1.3198	 	3.6546	-66.31	0.4709	 	 	 	 	 	 	TSE
Y9999 加權指數	20230602	16525	16752.2	16525	16706.9	7956094	366573876	1.1764	0.616	751123241	52276936	 	 	1.1696	100	100	2692285	 	16.7194	 	2.024	 	1.3353	 	3.6127	194.26	1.3759	 	 	 	 	 	 	TSE
Y9999 加權指數	20230605	16714.5	16781.2	16703.6	16714.4	7901788	303902712	0.045	0.6135	751123241	52300607	 	 	0.045	100	100	2560216	 	16.7263	 	2.0248	 	1.3358	 	3.6116	7.52	0.4644	 	 	 	 	 	 	TSE
Y9999 加權指數	20230606	16713	16793.8	16699.8	16761.7	6563012	276243948	0.2826	0.5177	751198337	52453081	 	 	0.2822	100	100	2291918	 	16.7764	 	2.0309	 	1.3398	 	3.6011	47.23	0.5623	 	 	 	 	 	 	TSE
Y9999 加權指數	20230607	16771.8	16922.5	16771.8	16922.5	6570149	296025705	0.9595	0.5005	751198337	52954438	 	 	0.9549	100	100	2313822	 	16.9362	 	2.0503	 	1.3526	 	3.5672	160.82	0.8992	 	 	 	 	 	 	TSE
Y9999 加權指數	20230608	16864.2	16899.5	16694.2	16733.7	6632985	308579723	-1.1156	0.5187	751205337	52365222	 	 	-1.1219	100	100	2498428	 	16.747	 	2.0274	 	1.3375	 	3.6074	-188.79	1.2132	 	 	 	 	 	 	TSE
Y9999 加權指數	20230609	16775.9	16896	16775.9	16886.4	6166466	291329454	0.9126	0.4845	751205337	52842663	 	 	0.9085	100	100	2295573	 	16.8978	 	2.0456	 	1.3495	 	3.5748	152.71	0.7175	 	 	 	 	 	 	TSE
Y9999 加權指數	20230612	16899.5	16999.7	16899.5	16955.4	6805620	303089356	0.4084	0.5021	751206337	53056105	 	 	0.4076	100	100	2457931	 	16.9664	 	2.0539	 	1.355	 	3.5606	68.97	0.5936	 	 	 	 	 	 	TSE
Y9999 加權指數	20230613	17135.8	17255	17129.2	17216.6	7487726	358492422	1.5407	0.5074	751206349	53870440	 	 	1.5289	100	100	2543868	 	17.2295	 	2.0858	 	1.376	 	3.5068	261.23	0.7415	 	 	 	 	 	 	TSE
Y9999 加權指數	20230614	17190.7	17259.2	17182.2	17238.1	7369331	326552333	0.1251	0.5776	751225749	53938689	 	 	0.125	100	100	2549211	 	17.258	 	2.0886	 	1.3778	 	3.5024	21.54	0.4475	 	 	 	 	 	 	TSE
Y9999 加權指數	20230615	17259.4	17346.3	17259.4	17335	8147091	383837839	0.5618	0.6574	751263911	54242078	 	 	0.5602	100	100	2854979	 	17.3554	 	2.1004	 	1.3856	 	3.4828	96.84	0.5044	 	 	 	 	 	 	TSE
Y9999 加權指數	20230616	17342.9	17342.9	17250.8	17288.9	9722832	458071268	-0.2658	0.8338	751276625	54099430	 	 	-0.2661	100	100	3203546	 	17.3076	 	2.0948	 	1.3819	 	3.4924	-46.07	0.5311	 	 	 	 	 	 	TSE
Y9999 加權指數	20230619	17274.1	17306.8	17210.9	17274.6	7496332	325752345	-0.083	0.6268	751276885	54055028	 	 	-0.083	100	100	2543938	 	17.2925	 	2.093	 	1.3807	 	3.4953	-14.35	0.5549	 	 	 	 	 	 	TSE
Y9999 加權指數	20230620	17233.8	17247.2	17121.6	17184.9	6812226	323760551	-0.519	0.5732	751276885	53774889	 	 	-0.5203	100	100	2361454	 	17.2027	 	2.0821	 	1.3736	 	3.5134	-89.65	0.7269	 	 	 	 	 	 	TSE
Y9999 加權指數	20230621	17186.7	17246.8	17131.5	17202.4	6883193	330846939	0.1018	0.5874	751290306	53833419	 	 	0.1017	100	100	2498798	 	17.222	 	2.0845	 	1.3751	 	3.5096	17.49	0.6711	 	 	 	 	 	 	TSE
Y9999 加權指數	20230626	17182.5	17182.5	17011.3	17059.2	6663091	304113691	-0.8322	0.5355	751501839	53394095	 	 	-0.8357	100	100	2407022	 	17.0729	 	2.0676	 	1.364	 	3.5386	-143.16	0.9952	 	 	 	 	 	 	TSE
Y9999 加權指數	20230627	17022.2	17035.5	16887.9	16887.9	6665715	300267986	-1.0044	0.5465	751501839	52858958	 	 	-1.0095	100	100	2492123	 	16.9021	 	2.047	 	1.3504	 	3.5783	-171.34	0.8652	 	 	 	 	 	 	TSE
Y9999 加權指數	20230628	16906.2	17011.1	16903.7	16935.6	5940529	265292692	0.2826	0.4412	751501839	53007818	 	 	0.2822	100	100	1986164	 	16.9494	 	2.0527	 	1.3541	 	3.5683	47.73	0.636	 	 	 	 	 	 	TSE
Y9999 加權指數	20230629	16930.4	17077.4	16911.4	16942.3	6173036	273567577	0.0394	0.4521	751508119	53029128	 	 	0.0394	100	100	2076816	 	16.9561	 	2.0535	 	1.3547	 	3.5668	6.67	0.9805	 	 	 	 	 	 	TSE
Y9999 加權指數	20230630	16870.3	16920	16792.3	16915.5	6671810	313162137	-0.1579	0.5008	751922782	52967585	 	 	-0.1581	100	100	2124602	 	16.9357	 	2.051	 	1.353	 	3.571	-26.76	0.7532	 	 	 	 	 	 	TSE
Y9999 加權指數	20230703	16946.7	17103.7	16946.7	17084.2	7331767	332014000	0.9971	0.5306	751984642	53497859	 	 	0.9921	100	100	2032700	 	17.1074	 	2.0717	 	1.3672	 	3.5358	168.66	1.1125	 	 	 	 	 	 	TSE
Y9999 加權指數	20230704	17055.2	17154.1	17042.6	17140.8	7871863	376484000	0.3311	0.5993	752062440	53672823	 	 	0.3306	100	100	2253755	 	17.1626	 	2.0784	 	1.3716	 	3.5243	56.57	0.6526	 	 	 	 	 	 	TSE
Y9999 加權指數	20230705	17130.3	17153.2	17020	17056.4	7217347	337056000	-0.492	0.5583	752062461	53408719	 	 	-0.4933	100	100	2151167	 	17.0786	 	2.0682	 	1.3649	 	3.5417	-84.34	0.7769	 	 	 	 	 	 	TSE
Y9999 加權指數	20230706	17017.1	17017.1	16749.3	16762.2	7816400	346668000	-1.7252	0.5884	752062461	52487303	 	 	-1.7403	100	100	2292240	 	16.7833	 	2.0325	 	1.3413	 	3.6039	-294.26	1.8007	 	 	 	 	 	 	TSE
Y9999 加權指數	20230707	16736.9	16762.4	16593.8	16664.2	6788204	305012000	-0.5844	0.5092	752062447	52180130	 	 	-0.5861	100	100	2014010	 	16.6849	 	2.0206	 	1.3334	 	3.6251	-97.96	1.0055	 	 	 	 	 	 	TSE
Y9999 加權指數	20230710	16667.4	16798.8	16635.8	16652.8	6060325	266766000	-0.0685	0.4588	752066127	52147187	 	 	-0.0685	100	100	1762350	 	16.675	 	2.0194	 	1.3326	 	3.6283	-11.41	0.978	 	 	 	 	 	 	TSE
Y9999 加權指數	20230711	16675.7	16898.9	16675.7	16898.9	6961862	319945844	1.4779	0.5309	752075817	52914903	 	 	1.4671	100	100	2329323	 	16.9214	 	2.0492	 	1.3523	 	3.5763	246.11	1.3404	 	 	 	 	 	 	TSE
Y9999 加權指數	20230712	16903.3	16962	16864	16962	7334366	353979352	0.3735	0.5463	752129817	53112504	 	 	0.3728	100	100	2590362	 	16.986	 	2.057	 	1.3575	 	3.563	63.12	0.58	 	 	 	 	 	 	TSE
Y9999 加權指數	20230713	16994.6	17223.9	16994.6	17061.4	9286862	471301138	0.5858	0.6518	752215377	53421577	 	 	0.5841	100	100	3146025	 	17.086	 	2.0691	 	1.3655	 	3.5423	99.37	1.3517	 	 	 	 	 	 	TSE
Y9999 加權指數	20230714	17152.8	17287.4	17128.1	17283.7	8343133	429307830	1.303	0.5988	752261599	54117832	 	 	1.2946	100	100	2893140	 	17.3074	 	2.0959	 	1.3831	 	3.4968	222.31	0.9339	 	 	 	 	 	 	TSE
Y9999 加權指數	20230717	17279.1	17346.7	17235.9	17334.3	8368565	394857432	0.2926	0.6488	752290013	54278911	 	 	0.2922	100	100	2999279	 	17.3584	 	2.1021	 	1.3872	 	3.4864	50.58	0.6407	 	 	 	 	 	 	TSE
Y9999 加權指數	20230718	17368.4	17401.6	17164.9	17227.9	9775425	493821366	-0.6137	0.8258	752520661	53946060	 	 	-0.6156	100	100	3640021	 	17.2528	 	2.0893	 	1.3788	 	3.5079	-106.38	1.3653	 	 	 	 	 	 	TSE
Y9999 加權指數	20230719	17265.4	17340.8	17082.5	17116.4	8084533	433629151	-0.647	0.6569	752527671	53598488	 	 	-0.6491	100	100	3119175	 	17.1404	 	2.0757	 	1.3698	 	3.5306	-111.47	1.4992	 	 	 	 	 	 	TSE
Y9999 加權指數	20230720	17104.9	17214.4	17098.7	17164.9	6313982	320441248	0.2831	0.4933	752535571	53751177	 	 	0.2827	100	100	2334538	 	17.1888	 	2.0816	 	1.3737	 	3.5188	48.45	0.6763	 	 	 	 	 	 	TSE
Y9999 加權指數	20230721	17106.3	17106.3	16859.1	17030.7	7694988	439805894	-0.7818	0.5715	752599087	53332479	 	 	-0.7848	100	100	2857087	 	17.0556	 	2.0655	 	1.363	 	3.5464	-134.19	1.4399	 	 	 	 	 	 	TSE
Y9999 加權指數	20230724	17036.8	17098.7	16941.2	17033.6	7182357	410025080	0.0171	0.5428	752626458	53340110	 	 	0.0171	100	100	2717865	 	17.0586	 	2.0658	 	1.3633	 	3.5418	2.91	0.9253	 	 	 	 	 	 	TSE
Y9999 加權指數	20230725	17061.9	17270.2	17061.9	17198.9	7371305	429418810	0.9703	0.5203	752677851	53857270	 	 	0.9656	100	100	2666759	 	17.2231	 	2.0858	 	1.3764	 	3.5078	165.28	1.223	 	 	 	 	 	 	TSE
Y9999 加權指數	20230726	17205.5	17247	17122	17162.5	7110367	369539371	-0.2113	0.556	753523332	53742523	 	 	-0.2115	100	100	2722865	 	17.1885	 	2.0816	 	1.3736	 	3.5153	-36.34	0.727	 	 	 	 	 	 	TSE
Y9999 加權指數	20230727	17189.3	17282.9	17189.3	17241.8	7599016	355366143	0.4619	0.6042	754152992	53993341	 	 	0.4608	100	100	2625255	 	17.2683	 	2.0912	 	1.38	 	3.499	79.27	0.5451	 	 	 	 	 	 	TSE
Y9999 加權指數	20230728	17244.5	17328.2	17179.9	17292.9	7744942	385595469	0.2964	0.5607	754559104	54152121	 	 	0.296	100	100	2724095	 	17.3191	 	2.0974	 	1.3841	 	3.4892	51.11	0.8599	 	 	 	 	 	 	TSE
Y9999 加權指數	20230731	17341	17463.8	17081.5	17145.4	9128395	492274761	-0.8529	0.6727	754705430	53701460	 	 	-0.8566	100	100	3242944	 	17.1746	 	2.0799	 	1.3725	 	3.5185	-147.5	2.2106	 	 	 	 	 	 	TSE
Y9999 加權指數	20230801	17142	17252.3	17095.9	17212.9	7063479	388596692	0.3933	0.5157	754813540	53918668	 	 	0.3926	100	100	2536481	 	17.286	 	2.0915	 	1.3813	 	3.5125	67.44	0.9125	 	 	 	 	 	 	TSE
Y9999 加權指數	20230802	17207.2	17212.5	16844.6	16893.7	9190407	458942053	-1.8541	0.6574	754849450	52919781	 	 	-1.8715	100	100	3518463	 	16.966	 	2.0528	 	1.3557	 	3.5788	-319.14	2.1378	 	 	 	 	 	 	TSE
Y9999 加權指數	20230804	16847.2	16887.4	16748.5	16843.7	7314773	374459881	-0.2963	0.5142	754966016	52763734	 	 	-0.2967	100	100	2615844	 	16.9154	 	2.0466	 	1.3517	 	3.5837	-50.05	0.822	 	 	 	 	 	 	TSE
Y9999 加權指數	20230807	16870.8	17032.3	16868.7	16996	6264641	328128942	0.9043	0.45	754966838	53240045	 	 	0.9003	100	100	2263100	 	17.0687	 	2.0652	 	1.3639	 	3.5507	152.32	0.9712	 	 	 	 	 	 	TSE
Y9999 加權指數	20230808	17006.5	17043.6	16812.6	16877.1	6750517	379273468	-0.6998	0.493	754952466	52867064	 	 	-0.7022	100	100	2508882	 	16.9484	 	2.0506	 	1.3543	 	3.5824	-118.93	1.359	 	 	 	 	 	 	TSE
Y9999 加權指數	20230809	16836.6	16956.7	16798.5	16870.9	5957436	332911919	-0.0363	0.4359	755952124	52847526	 	 	-0.0363	100	100	2222098	 	16.9425	 	2.0499	 	1.3538	 	3.5819	-6.13	0.9375	 	 	 	 	 	 	TSE
Y9999 加權指數	20230810	16827.1	16827.1	16601.2	16634.7	7182123	354409765	-1.4003	0.5112	756443001	52108853	 	 	-1.4102	100	100	2728892	 	16.7063	 	2.0213	 	1.335	 	3.6285	-236.24	1.3392	 	 	 	 	 	 	TSE
